Time,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,secondaryFault,tertiaryFault,correctLabels
2648,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.831,8.721,35.266,6.6318,18.915,1.4873,21.223,13.447,38.288,1.3219,18.885,1.9423,3.4417,1.532,0.012199,1.0299,0.11991,55.401,42.754,62.864,50.68,100.0,65.057,-0.040454,17.611,39.054,45.974,100.08,43.974,29.774,0,0,2
2649,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.831,8.721,35.266,6.6318,18.915,1.4873,21.223,13.447,38.288,1.3219,18.885,1.9423,3.4417,1.532,0.012199,1.0299,0.11991,55.401,42.754,62.864,50.68,100.0,65.149,-0.040454,17.611,39.054,45.974,100.08,44.219,29.948,0,0,2
2650,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.391,8.5076,35.335,6.9953,19.207,1.5329,21.713,13.553,38.131,1.3873,18.338,1.9829,3.4113,1.565,0.029213,1.0452,0.12275,55.374,43.697,65.586,50.757,100.0,65.241,-0.040454,14.506,39.054,45.974,100.08,44.47,30.122,0,0,2
2651,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.391,8.5076,35.335,6.9953,19.207,1.5329,21.713,13.553,38.131,1.3873,18.338,1.9829,3.4113,1.565,0.029213,1.0452,0.12275,55.374,43.697,65.586,50.757,100.0,65.332,-0.040454,14.506,39.054,45.974,100.08,44.725,30.296,0,0,2
2652,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.222,8.8197,35.155,6.8222,19.177,1.502,21.441,13.468,37.801,1.2368,18.832,1.9659,3.5159,1.5493,0.029213,1.0452,0.12275,55.374,43.697,62.462,49.992,100.0,65.424,-0.040454,16.85,39.054,45.974,100.08,44.986,30.469,0,0,2
2653,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.222,8.8197,35.155,6.8222,19.177,1.502,21.441,13.468,37.801,1.2368,18.832,1.9659,3.5159,1.5493,0.029213,1.0452,0.12275,55.374,43.697,62.462,49.992,100.0,65.516,-0.040454,16.85,39.054,45.974,100.08,45.252,30.643,0,0,2
2654,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,25.045,8.6841,35.273,6.9673,18.958,1.468,21.316,13.501,38.197,1.2741,18.864,1.976,3.5467,1.4886,0.029213,1.0452,0.12275,55.374,43.697,63.956,49.995,100.0,65.607,-0.040454,14.138,39.054,45.974,100.08,45.523,30.817,0,0,2
2655,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,25.045,8.6841,35.273,6.9673,18.958,1.468,21.316,13.501,38.197,1.2741,18.864,1.976,3.5467,1.4886,0.033693,1.0566,0.10832,55.333,42.481,63.956,49.995,100.0,65.699,-0.040454,14.138,39.054,45.974,100.08,45.799,30.991,0,0,2
2656,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.138,8.7212,35.475,6.7806,18.638,1.535,21.236,13.475,37.717,1.3606,18.639,1.9859,3.4851,1.5633,0.033693,1.0566,0.10832,55.333,42.481,62.671,50.483,99.784,65.79,-0.040454,14.502,39.054,45.974,100.08,46.081,31.165,0,0,2
2657,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.138,8.7212,35.475,6.7806,18.638,1.535,21.236,13.475,37.717,1.3606,18.639,1.9859,3.4851,1.5633,0.033693,1.0566,0.10832,55.333,42.481,62.671,50.483,99.784,65.882,-0.040454,14.502,39.054,45.974,100.08,46.367,31.339,0,0,2
2658,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.519,8.7297,35.526,6.9329,19.138,1.5076,21.691,13.439,37.857,1.3723,18.923,1.9799,3.4577,1.5121,0.033693,1.0566,0.10832,55.333,42.481,64.315,51.264,100.0,65.974,-0.040454,13.326,39.054,45.974,100.08,46.659,31.513,0,0,2
2659,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.519,8.7297,35.526,6.9329,19.138,1.5076,21.691,13.439,37.857,1.3723,18.923,1.9799,3.4577,1.5121,0.033693,1.0566,0.10832,55.333,42.481,64.315,51.264,100.0,66.065,-0.040454,13.326,39.054,45.974,100.08,46.956,31.687,0,0,2
2660,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.969,8.7491,35.409,6.8957,19.036,1.5204,21.977,13.499,38.118,1.2072,17.629,1.9768,3.393,1.4621,0.029679,1.0483,0.12099,54.458,43.271,63.004,50.018,100.0,66.157,-0.040454,11.802,39.054,45.974,100.09,47.258,31.861,0,0,2
2661,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.969,8.7491,35.409,6.8957,19.036,1.5204,21.977,13.499,38.118,1.2072,17.629,1.9768,3.393,1.4621,0.029679,1.0483,0.12099,54.458,43.271,63.004,50.018,100.0,66.249,-0.040454,11.802,39.054,45.974,100.09,47.565,32.034,0,0,2
2662,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.363,8.6147,35.234,6.9128,19.418,1.4883,21.646,13.444,38.535,1.3129,18.362,1.9694,3.5121,1.5653,0.029679,1.0483,0.12099,54.458,43.271,63.3,50.217,100.0,66.34,-0.040454,12.898,39.054,45.974,100.09,47.877,32.208,0,0,2
2663,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.363,8.6147,35.234,6.9128,19.418,1.4883,21.646,13.444,38.535,1.3129,18.362,1.9694,3.5121,1.5653,0.029679,1.0483,0.12099,54.458,43.271,63.3,50.217,100.0,66.432,-0.040454,12.898,39.054,45.974,100.09,48.194,32.382,0,0,2
2664,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.558,8.6286,35.155,6.7807,18.723,1.4838,21.39,13.614,38.064,1.3127,18.45,1.9686,3.5111,1.5368,0.029679,1.0483,0.12099,54.458,43.271,63.128,49.204,100.0,66.523,-0.040454,10.908,39.054,45.974,100.09,48.517,32.556,0,0,2
2665,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.558,8.6286,35.155,6.7807,18.723,1.4838,21.39,13.614,38.064,1.3127,18.45,1.9686,3.5111,1.5368,0.0024733,1.039,0.11468,55.452,42.283,63.128,49.204,100.0,66.615,-0.040454,10.908,39.054,45.974,100.09,48.845,32.73,0,0,2
2666,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.851,8.6844,35.405,6.9036,19.165,1.4942,22.326,13.577,38.487,1.3006,18.421,1.9609,3.4149,1.6408,0.0024733,1.039,0.11468,55.452,42.283,64.32,50.86,100.0,66.707,-0.040454,15.025,39.054,45.974,100.09,49.177,32.904,0,0,2
2667,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.851,8.6844,35.405,6.9036,19.165,1.4942,22.326,13.577,38.487,1.3006,18.421,1.9609,3.4149,1.6408,0.0024733,1.039,0.11468,55.452,42.283,64.32,50.86,100.0,66.798,-0.040454,15.025,39.054,45.974,100.09,49.515,33.078,0,0,2
2668,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.362,8.7414,35.767,6.6165,18.972,1.5264,21.459,13.435,38.05,1.2278,18.432,1.9457,3.48,1.5259,0.0024733,1.039,0.11468,55.452,42.283,63.28,49.748,100.0,66.89,-0.040454,13.681,39.054,45.974,100.09,49.858,33.252,0,0,2
2669,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.362,8.7414,35.767,6.6165,18.972,1.5264,21.459,13.435,38.05,1.2278,18.432,1.9457,3.48,1.5259,0.0024733,1.039,0.11468,55.452,42.283,63.28,49.748,100.0,66.982,-0.040454,13.681,39.054,45.974,100.09,50.207,33.426,0,0,2
2670,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.663,8.5539,35.405,7.0044,19.009,1.4818,21.697,13.478,37.83,1.3312,18.425,1.9377,3.532,1.4384,0.02991,1.0698,0.10905,54.177,42.531,65.913,50.172,100.0,67.073,-0.040454,9.4152,39.054,45.974,100.09,50.56,33.599,0,0,2
2671,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.663,8.5539,35.405,7.0044,19.009,1.4818,21.697,13.478,37.83,1.3312,18.425,1.9377,3.532,1.4384,0.02991,1.0698,0.10905,54.177,42.531,65.913,50.172,100.0,67.165,-0.040454,9.4152,39.054,45.974,100.09,50.919,33.773,0,0,2
2672,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.358,8.6892,35.469,6.9724,18.882,1.515,21.354,13.451,37.297,1.3657,18.546,1.9565,3.3721,1.4657,0.02991,1.0698,0.10905,54.177,42.531,62.578,50.045,100.0,67.256,-0.040454,10.042,39.054,45.974,100.09,51.282,33.947,0,0,2
2673,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.358,8.6892,35.469,6.9724,18.882,1.515,21.354,13.451,37.297,1.3657,18.546,1.9565,3.3721,1.4657,0.02991,1.0698,0.10905,54.177,42.531,62.578,50.045,100.0,67.348,-0.040454,10.042,39.054,45.974,100.09,51.651,34.121,0,0,2
2674,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.353,8.7156,35.704,6.858,19.053,1.4678,21.859,13.518,37.78,1.2042,18.945,1.9879,3.5414,1.5411,0.02991,1.0698,0.10905,54.177,42.531,62.759,50.328,100.0,67.44,-0.040454,8.7644,39.054,45.974,100.09,52.025,34.295,0,0,2
2675,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.353,8.7156,35.704,6.858,19.053,1.4678,21.859,13.518,37.78,1.2042,18.945,1.9879,3.5414,1.5411,0.027765,1.0382,0.10014,54.813,42.328,62.759,50.328,100.0,67.531,-0.040454,8.7644,39.054,45.974,100.1,52.404,34.469,0,0,2
2676,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.552,8.5557,35.045,6.9194,19.059,1.5029,21.234,13.417,38.656,1.2634,18.885,1.9736,3.3902,1.5768,0.027765,1.0382,0.10014,54.813,42.328,63.731,49.875,100.0,67.623,-0.040454,10.073,39.054,45.974,100.1,52.789,34.643,0,0,2
2677,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.552,8.5557,35.045,6.9194,19.059,1.5029,21.234,13.417,38.656,1.2634,18.885,1.9736,3.3902,1.5768,0.027765,1.0382,0.10014,54.813,42.328,63.731,49.875,100.0,67.715,-0.040454,10.073,39.054,45.974,100.1,53.178,34.817,0,0,2
2678,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.302,8.6657,35.456,7.0051,19.147,1.457,20.948,13.371,37.647,1.32,18.768,1.9957,3.4148,1.4864,0.027765,1.0382,0.10014,54.813,42.328,63.186,49.813,100.0,67.806,-0.040454,6.8484,39.054,45.974,100.1,53.573,34.991,0,0,2
2679,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.302,8.6657,35.456,7.0051,19.147,1.457,20.948,13.371,37.647,1.32,18.768,1.9957,3.4148,1.4864,0.027765,1.0382,0.10014,54.813,42.328,63.186,49.813,100.0,67.898,-0.040454,6.8484,39.054,45.974,100.1,53.972,35.164,0,0,2
2680,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.581,8.6196,35.178,6.9225,19.103,1.5664,21.484,13.267,38.088,1.262,18.34,1.9449,3.4643,1.5603,0.036108,1.0437,0.11114,54.563,42.548,62.358,49.543,100.0,67.989,-0.040454,4.9853,39.054,45.974,100.1,54.377,35.338,0,0,2
2681,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.581,8.6196,35.178,6.9225,19.103,1.5664,21.484,13.267,38.088,1.262,18.34,1.9449,3.4643,1.5603,0.036108,1.0437,0.11114,54.563,42.548,62.358,49.543,100.0,68.081,-0.040454,4.9853,39.054,45.974,100.1,54.787,35.512,0,0,2
2682,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.937,8.8193,35.445,6.8339,18.912,1.5204,21.295,13.512,37.938,1.2923,18.344,1.9704,3.4349,1.4564,0.036108,1.0437,0.11114,54.563,42.548,63.006,49.593,100.0,68.173,-0.040454,1.437,39.054,45.974,100.1,55.202,35.686,0,0,2
2683,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.937,8.8193,35.445,6.8339,18.912,1.5204,21.295,13.512,37.938,1.2923,18.344,1.9704,3.4349,1.4564,0.036108,1.0437,0.11114,54.563,42.548,63.006,49.593,100.0,68.264,-0.040454,1.437,39.054,45.974,100.1,55.623,35.86,0,0,2
2684,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.342,8.4282,35.667,6.9337,18.63,1.5205,21.665,13.567,38.234,1.256,18.598,1.9661,3.4133,1.569,0.036108,1.0437,0.11114,54.563,42.548,63.786,50.022,100.0,68.356,-0.040454,7.3646,39.054,45.974,100.1,56.048,36.034,0,0,2
2685,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.342,8.4282,35.667,6.9337,18.63,1.5205,21.665,13.567,38.234,1.256,18.598,1.9661,3.4133,1.569,0.030391,1.0437,0.093721,54.487,43.751,63.786,50.022,100.0,68.448,-0.040454,7.3646,39.054,45.974,100.1,56.479,36.208,0,0,2
2686,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.884,8.6489,35.281,7.051,19.097,1.533,21.832,13.347,38.064,1.243,18.215,2.0338,3.4107,1.5936,0.030391,1.0437,0.093721,54.487,43.751,62.91,50.715,100.0,68.539,-0.040454,8.4198,39.054,45.974,100.1,56.915,36.382,0,0,2
2687,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.884,8.6489,35.281,7.051,19.097,1.533,21.832,13.347,38.064,1.243,18.215,2.0338,3.4107,1.5936,0.030391,1.0437,0.093721,54.487,43.751,62.91,50.715,100.0,68.631,-0.040454,8.4198,39.054,45.974,100.1,57.356,36.556,0,0,2
2688,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,23.974,8.7774,35.595,6.6886,19.478,1.4978,21.768,13.511,38.495,1.2882,18.6,1.9646,3.4366,1.5646,0.030391,1.0437,0.093721,54.487,43.751,61.776,49.555,100.0,68.722,-0.040454,1.9804,39.054,45.974,100.1,57.802,36.729,0,0,2
2689,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,23.974,8.7774,35.595,6.6886,19.478,1.4978,21.768,13.511,38.495,1.2882,18.6,1.9646,3.4366,1.5646,0.030391,1.0437,0.093721,54.487,43.751,61.776,49.555,100.0,68.814,-0.040454,1.9804,39.054,45.974,100.1,58.253,36.903,0,0,2
2690,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.738,8.5779,35.177,6.7844,18.656,1.5368,21.728,13.467,38.145,1.3861,19.13,1.9663,3.3754,1.6311,0.017205,1.0512,0.1188,54.015,42.243,64.967,48.533,100.0,68.906,-0.040454,5.7817,39.054,45.974,100.1,58.709,37.077,0,0,2
2691,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.738,8.5779,35.177,6.7844,18.656,1.5368,21.728,13.467,38.145,1.3861,19.13,1.9663,3.3754,1.6311,0.017205,1.0512,0.1188,54.015,42.243,64.967,48.533,100.0,68.997,-0.040454,5.7817,39.054,45.974,100.1,59.171,37.251,0,0,2
2692,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.481,8.6346,34.904,6.939,18.876,1.503,21.337,13.384,38.05,1.3767,18.875,1.9702,3.4539,1.467,0.017205,1.0512,0.1188,54.015,42.243,64.264,50.5,100.0,69.089,-0.040454,4.1174,39.054,45.974,100.1,59.637,37.425,0,0,2
2693,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.481,8.6346,34.904,6.939,18.876,1.503,21.337,13.384,38.05,1.3767,18.875,1.9702,3.4539,1.467,0.017205,1.0512,0.1188,54.015,42.243,64.264,50.5,100.0,69.181,-0.040454,4.1174,39.054,45.974,100.1,60.109,37.599,0,0,2
2694,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.151,8.701,35.652,7.0971,19.07,1.4818,21.674,13.569,38.511,1.3745,18.429,1.9859,3.4648,1.603,0.017205,1.0512,0.1188,54.015,42.243,62.927,49.962,100.0,69.272,-0.040454,1.3036,39.054,45.974,100.1,60.586,37.773,0,0,2
2695,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.151,8.701,35.652,7.0971,19.07,1.4818,21.674,13.569,38.511,1.3745,18.429,1.9859,3.4648,1.603,0.010528,1.0532,0.11029,54.904,42.48,62.927,49.962,100.0,69.364,-0.040454,1.3036,39.054,45.974,100.11,61.068,37.947,0,0,2
2696,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.839,8.6079,35.5,6.98,19.35,1.4794,21.161,13.612,38.295,1.2524,18.476,2.0007,3.458,1.6409,0.010528,1.0532,0.11029,54.904,42.48,61.412,49.454,100.0,69.455,-0.040454,5.7508,39.054,45.974,100.11,61.555,38.121,0,0,2
2697,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.839,8.6079,35.5,6.98,19.35,1.4794,21.161,13.612,38.295,1.2524,18.476,2.0007,3.458,1.6409,0.010528,1.0532,0.11029,54.904,42.48,61.412,49.454,100.0,69.547,-0.040454,5.7508,39.054,45.974,100.11,62.048,38.294,0,0,2
2698,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.505,8.686,35.056,6.729,18.634,1.492,21.534,13.54,38.327,1.5569,18.133,1.9693,3.4742,1.5953,0.010528,1.0532,0.11029,54.904,42.48,62.292,48.693,100.0,69.639,-0.040454,6.547,39.054,45.974,100.11,62.545,38.468,0,0,2
2699,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.505,8.686,35.056,6.729,18.634,1.492,21.534,13.54,38.327,1.5569,18.133,1.9693,3.4742,1.5953,0.010528,1.0532,0.11029,54.904,42.48,62.292,48.693,100.0,69.73,-0.040454,6.547,39.054,45.974,100.11,63.048,38.642,0,0,2
2700,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.063,8.5234,35.384,6.8483,19.075,1.4939,21.823,13.409,38.26,1.5949,18.495,1.9739,3.4208,1.5368,0.040528,1.0565,0.10145,53.821,43.362,64.519,50.414,100.0,69.822,-0.040454,4.274,39.054,45.974,100.11,63.556,38.816,0,0,2
2701,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.063,8.5234,35.384,6.8483,19.075,1.4939,21.823,13.409,38.26,1.5949,18.495,1.9739,3.4208,1.5368,0.040528,1.0565,0.10145,53.821,43.362,64.519,50.414,100.0,69.914,-0.040454,4.274,39.054,45.974,100.11,64.069,38.99,0,0,2
2702,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.246,8.6643,35.275,6.8197,19.21,1.5099,21.647,13.33,37.821,1.2141,18.375,1.9769,3.5225,1.5496,0.040528,1.0565,0.10145,53.821,43.362,63.561,49.318,100.0,70.005,-0.040454,0.25146,39.054,45.974,100.11,64.587,39.164,0,0,2
2703,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.246,8.6643,35.275,6.8197,19.21,1.5099,21.647,13.33,37.821,1.2141,18.375,1.9769,3.5225,1.5496,0.040528,1.0565,0.10145,53.821,43.362,63.561,49.318,100.0,70.097,-0.040454,0.25146,39.054,45.974,100.11,65.11,39.338,0,0,2
2704,0.0,3584.6,4288.0,9.6774,26.816,42.337,3000.0,74.274,120.41,0.22852,72.796,50.324,2920.6,25.391,49.758,3444.8,21.889,67.276,463.35,308.61,95.532,72.908,24.561,8.681,35.359,6.9829,19.124,1.4673,21.463,13.402,38.01,1.2169,18.196,1.9998,3.5008,1.6314,0.040528,1.0565,0.10145,53.821,43.362,63.857,48.926,100.0,70.189,-0.040454,0.0,39.054,45.974,100.11,65.638,39.512,0,0,2
